# Kepler-10 (KIC 11904151) long-cadence light curve
# source_uri: mast:Kepler/url/missions/kepler/lightcurves/0119/011904151/kplr011904151-2009166043257_llc.fits
# source_url: https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:Kepler/url/missions/kepler/lightcurves/0119/011904151/kplr011904151-2009166043257_llc.fits
# retrieved_utc: 2026-07-19T12:44:04Z
# fits_sha256: a47542bd31fa92111f280a29885f6fbe860f0956012b442f780ca6d2cc3a19c6
# fits_bytes: 192960
# time: BKJD (BJD - 2454833); flux: PDCSAP_FLUX (e-/s), SAP_QUALITY==0 rows only
time_bkjd,flux_e_per_s
158.751012,544157.000
158.771446,544261.562
158.791880,544135.062
158.812314,544171.500
158.832748,544199.875
158.853182,544185.188
158.873616,544170.812
158.894050,544162.312
158.914484,544222.000
158.934918,544170.375
158.955352,544165.562
158.975786,544189.312
158.996220,544194.500
159.016654,544191.625
159.037088,544224.438
159.057522,544198.625
159.077957,544154.688
159.098391,544227.250
159.118825,544233.062
159.139259,544186.375
159.159693,544135.000
159.180127,544129.750
159.200561,544072.562
159.220995,544118.875
159.241429,544100.062
159.261863,544217.812
159.302731,544163.875
159.323165,544186.125
159.343599,544174.062
159.364033,544189.625
159.384467,544226.438
159.404901,544160.250
159.425335,544220.812
159.445769,544213.125
159.466204,544190.938
159.507072,544199.875
159.527506,544167.875
159.547940,544203.625
159.568374,544199.562
159.588808,544165.250
159.609242,544207.250
159.629676,544188.000
159.670544,544153.250
159.690978,544126.250
159.711412,544192.312
159.731846,544158.688
159.752280,544270.125
159.772714,544169.125
159.793148,544166.188
159.813582,544169.125
159.834016,544151.688
159.854450,544193.250
159.874884,544260.875
159.895318,544217.438
159.915753,544215.312
159.936187,544223.500
159.956621,544212.938
159.977055,544220.688
159.997489,544194.250
160.017923,544186.938
160.038357,544147.312
160.058791,544126.625
160.079225,544121.875
160.099659,544241.438
160.120093,544233.562
160.140527,544138.750
160.160961,544207.938
160.181395,544173.062
160.201829,544159.000
160.222263,544167.188
160.242697,544205.750
160.263131,544216.812
160.283565,544186.438
160.303999,544201.375
160.324433,544237.125
160.365302,544231.688
160.385735,544210.562
160.406170,544204.250
160.426604,544226.438
160.447038,544183.125
160.467472,544157.812
160.487906,544226.812
160.508340,544192.312
160.528774,544184.875
160.549208,544220.625
160.569642,544219.000
160.590076,544186.625
160.610510,544188.250
160.630944,544224.562
160.651378,544233.500
160.671812,544204.562
160.692246,544219.312
160.712680,544195.562
160.733114,544187.500
160.753548,544196.188
160.773982,544101.438
160.794416,544196.750
160.814850,544194.312
160.835284,544219.125
160.855718,544153.000
160.876153,544127.250
160.896586,544110.375
160.917021,544146.750
160.937455,544170.938
160.957889,544212.312
160.978323,544187.375
160.998757,544178.812
161.019191,544201.375
161.039625,544170.562
161.060059,544188.500
161.080493,544188.438
161.100927,544153.938
161.121361,544167.375
161.162229,544169.625
161.182663,544126.250
161.203097,544187.500
161.223531,544165.812
161.264399,544150.188
161.284833,544192.312
161.305267,544216.625
161.325701,544144.125
161.346135,544168.812
161.366569,544174.188
161.387003,544148.000
161.407437,544193.438
161.448306,544207.938
161.468739,544180.188
161.489174,544172.375
161.509608,544182.500
161.530042,544181.688
161.550476,544180.500
161.591344,544204.062
161.611778,544146.812
161.938722,544151.688
161.979590,544161.812
162.000024,544171.250
162.020458,544161.750
162.040892,544180.250
162.061327,544126.812
162.081760,544163.875
162.102195,544160.375
162.122629,544151.562
162.143063,544181.625
162.163497,544171.125
162.183931,544213.500
162.204365,544172.875
162.224799,544117.562
162.245233,544137.438
162.265667,544153.750
162.286101,544168.125
162.306535,544229.125
162.326969,544187.188
162.347403,544166.875
162.367837,544168.438
162.388271,544154.812
162.408705,544169.812
162.429139,544165.062
162.449573,544191.125
162.470007,544191.125
162.490441,544129.000
162.510875,544204.375
162.531309,544043.875
162.551743,544093.062
162.572177,544113.750
162.592611,544066.812
162.613045,544192.375
164.247766,544074.000
164.268200,544064.250
164.309068,544133.188
164.329502,544144.188
164.349936,544128.000
164.370370,544138.875
164.390804,544121.938
164.411238,544135.312
164.431672,544127.688
164.452106,544083.625
164.472540,544130.938
164.533842,544178.125
164.554276,544185.062
164.574710,544163.000
164.595144,544153.875
164.615578,544173.062
164.636012,544186.125
164.656447,544187.938
164.697315,544143.000
164.717749,544143.562
164.738183,544130.125
164.779051,544141.938
164.799485,544120.812
164.819919,544172.625
164.840353,544174.500
164.860787,544177.750
164.881221,544128.062
164.901655,544174.125
164.922089,544175.625
164.942523,544193.750
164.962957,544180.250
164.983391,544187.188
